Date,Level-USD/CAD,Lower Band,Level-Mid US/Canadian Dollar Economic Index,Upper Band,Level-Unfiltered,y-o-y USD/CAD,Stationary-US/Canadian Dollar Economic Index
4/27/1999,1.4788,1.478519764,1.493471235,1.507522615,1.45534335,3.013048806,0.804546643
4/28/1999,1.477,1.478519764,1.493471235,1.507148734,1.456948052,2.820654249,0.794877726
4/29/1999,1.467,1.478519764,1.493471235,1.506723256,1.446503423,2.105365534,0.981199811
4/30/1999,1.4578,1.478519764,1.493471235,1.506526551,1.443227995,1.966454313,1.318723331
5/1/1999,1.4556,1.478519764,1.493325398,1.50604364,1.43921333,1.454738286,1.259157848
5/2/1999,1.4534,1.478519764,1.493325398,1.505621061,1.427616451,1.240283091,1.205137133
5/3/1999,1.4512,1.478519764,1.493325398,1.504718889,1.426153711,1.025552938,1.18824351
5/4/1999,1.454,1.478519764,1.493325398,1.504148191,1.445378132,1.23389921,1.460620826
5/5/1999,1.4558,1.478519764,1.493088654,1.503832567,1.426139996,1.04385059,0.958541924
5/6/1999,1.4555,1.478519764,1.493088654,1.503551499,1.428639291,1.009981609,0.693908431
5/7/1999,1.4585,1.478519764,1.49260783,1.503456889,1.418294897,1.186198019,0.689257258
5/8/1999,1.459166667,1.478519764,1.492270602,1.503278158,1.419652779,1.524328008,1.135969219
5/9/1999,1.459833333,1.478519764,1.492270602,1.503278158,1.428232665,1.671744828,1.344305364
5/10/1999,1.4605,1.478519764,1.492270602,1.503218799,1.445386791,1.819203863,1.502256488
5/11/1999,1.4538,1.478519764,1.492270602,1.503218799,1.438354992,1.345526168,1.311093662
5/12/1999,1.4608,1.478519764,1.492270602,1.503218799,1.431563231,2.038784292,1.216750198
5/13/1999,1.4598,1.478519764,1.49214394,1.503118734,1.428769057,0.886710234,1.040047979
5/14/1999,1.4635,1.478519764,1.49214394,1.503012718,1.450072325,0.925914636,1.564736604
5/15/1999,1.4625,1.478519764,1.492270602,1.503012718,1.451134859,0.604489238,1.73436458
5/16/1999,1.4615,1.477471751,1.49214394,1.502896468,1.449617546,0.551491674,1.777653825
5/17/1999,1.4605,1.477471751,1.49214394,1.502884306,1.463979095,0.498444426,1.808184276
5/18/1999,1.4607,1.477471751,1.49214394,1.502884306,1.448003167,0.546353411,1.885210232
5/19/1999,1.4661,1.477471751,1.49214394,1.502884306,1.456661795,0.957475455,1.77945082
5/20/1999,1.4658,1.477471751,1.49214394,1.502884306,1.45606874,0.966227908,1.958055428
5/21/1999,1.4595,1.477471751,1.49214394,1.502884306,1.457560957,0.631995166,2.238087956
5/22/1999,1.4583,1.477471751,1.49214394,1.502884306,1.470656313,0.352736189,2.209374855
5/23/1999,1.4571,1.477471751,1.49214394,1.502884306,1.472394025,0.139279929,2.178106082
5/24/1999,1.4559,1.477471751,1.49214394,1.502884306,1.477509316,-0.074157195,2.112474997
5/25/1999,1.4603,1.477471751,1.49214394,1.502884306,1.469568179,0.184627193,2.287400154
5/26/1999,1.472,1.477471751,1.49214394,1.502884306,1.465979264,1.05339994,1.893274026
5/27/1999,1.4755,1.477471751,1.49214394,1.502884306,1.486241339,1.184879218,2.082044064
5/28/1999,1.4725,1.477471751,1.49214394,1.502884306,1.488802259,1.036021921,1.664959505
5/29/1999,1.475125,1.477471751,1.49214394,1.502884306,1.487360146,1.128334228,1.598858968
5/30/1999,1.47775,1.477471751,1.49214394,1.502884306,1.49432862,1.355274739,1.511204159
5/31/1999,1.480375,1.477471751,1.49214394,1.502264278,1.492882804,1.58182803,1.425595008
6/1/1999,1.483,1.477471751,1.49214394,1.502264278,1.490233796,1.807995476,1.357508365
6/2/1999,1.4805,1.477471751,1.49214394,1.502264278,1.501375327,1.811727874,1.635863657
6/3/1999,1.4768,1.477471751,1.49214394,1.502264278,1.495891025,1.614108296,1.434794548
6/4/1999,1.4696,1.477471751,1.49214394,1.502264278,1.487213635,0.77685581,1.313117945
6/5/1999,1.4709,1.477471751,1.49214394,1.502264278,1.476908281,0.649373818,1.475208682
6/6/1999,1.4722,1.477471751,1.49214394,1.502264278,1.482106466,0.741095076,1.621267934
6/7/1999,1.4735,1.477471751,1.49214394,1.502264278,1.492208349,0.832722815,1.767282246
6/8/1999,1.47,1.477471751,1.49214394,1.502264278,1.487216234,0.523608002,2.294066809
6/9/1999,1.4723,1.477471751,1.49214394,1.502264278,1.484394789,0.631554008,1.997693524
6/10/1999,1.462,1.477471751,1.49214394,1.502264278,1.482952068,-0.793873276,1.98705782
6/11/1999,1.46,1.477471751,1.49214394,1.501698653,1.492332855,-1.2299216,1.088191112
6/12/1999,1.460266667,1.477471751,1.49214394,1.50139335,1.494604476,-1.07364494,1.013202162
6/13/1999,1.460533333,1.477471751,1.49214394,1.50139335,1.485101991,-1.204540082,0.720837328
6/14/1999,1.4608,1.477471751,1.49214394,1.50139335,1.480112545,-1.335248248,0.427706733
6/15/1999,1.4653,1.477471751,1.49214394,1.501698653,1.485260007,-1.110193871,0.138708446
6/16/1999,1.4585,1.477471751,1.492019565,1.50139335,1.478811659,-1.414758078,0.094280624
6/17/1999,1.461,1.476817824,1.491943063,1.50139335,1.480891544,-0.592776685,0.533065735
6/18/1999,1.4645,1.47541845,1.49181669,1.50139335,1.469813407,-0.75971235,0.43539396
6/19/1999,1.467233333,1.474631649,1.491576578,1.50139335,1.475460959,-0.572371909,0.677058029
6/20/1999,1.469966667,1.472301355,1.491281673,1.500557787,1.478587127,-0.39380395,0.685774092
6/21/1999,1.4727,1.47089536,1.491076098,1.500295035,1.493294503,-0.215640452,0.685148236
6/22/1999,1.4705,1.470634649,1.49092132,1.500097964,1.489277014,-0.449499803,0.745210809
6/23/1999,1.4735,1.470278673,1.490520641,1.500041008,1.479810085,-0.073665859,1.088876741
6/24/1999,1.471,1.469802853,1.490153966,1.500041008,1.495949785,-0.299080538,1.665745735
6/25/1999,1.4642,1.469639771,1.489961559,1.499888044,1.50288916,-0.600696864,1.807211782
6/26/1999,1.465966667,1.469486703,1.489575939,1.499796218,1.486794179,-0.661789029,1.710435081
6/27/1999,1.467733333,1.468121738,1.489289955,1.499796218,1.491117041,-0.591813565,1.724482775
6/28/1999,1.4695,1.468121738,1.489144679,1.499796218,1.478960108,-0.521966631,1.718679003
6/29/1999,1.476,1.465938448,1.488907301,1.499796218,1.492079531,-0.057493906,1.436233947
6/30/1999,1.4735,1.465284161,1.488702214,1.499796218,1.490074135,-0.232433968,1.199548313
7/1/1999,1.4693,1.464632471,1.488702214,1.499796218,1.489302895,-0.089551505,1.30077335
7/2/1999,1.4645,1.464632471,1.488230799,1.499796218,1.48180458,-0.726243114,1.084402692
7/3/1999,1.4655,1.464296718,1.488230799,1.499796218,1.497587249,-0.550265561,1.240316431
7/4/1999,1.4665,1.463882493,1.487609787,1.499796218,1.495775298,-0.619873386,1.351714034
7/5/1999,1.4675,1.462384718,1.48728819,1.499796218,1.500038025,-0.689347022,1.524030947
7/6/1999,1.4685,1.461630263,1.487214935,1.499796218,1.486887565,-0.75868687,1.588450613
7/7/1999,1.47,1.461227252,1.4870506,1.499796218,1.494023794,-0.649901436,1.534378873
7/8/1999,1.4698,1.460287414,1.486840872,1.499796218,1.483163857,-0.775025846,1.824628048
7/9/1999,1.4735,1.458613264,1.486517759,1.499796218,1.483303038,-0.657589603,1.253722047
7/10/1999,1.476066667,1.458306216,1.486517759,1.499796218,1.489012343,-0.709715252,1.487272223
7/11/1999,1.478633333,1.45755187,1.486517759,1.499796218,1.496098611,-0.457439117,1.516999364
7/12/1999,1.4812,1.457386353,1.486517759,1.499796218,1.479844249,-0.205521066,1.584073339
7/13/1999,1.4828,1.456930161,1.486517759,1.499796218,1.515182029,-0.034054018,1.681549166
7/14/1999,1.4811,1.456930161,1.486517759,1.499796218,1.502883983,-0.208278997,2.16275389
7/15/1999,1.4826,1.456930161,1.486517759,1.499796218,1.509388631,-0.581442276,1.992294144
7/16/1999,1.482,1.456930161,1.486517759,1.499796218,1.500085752,-0.96178502,2.39294118
7/17/1999,1.485266667,1.456930161,1.486517759,1.499796218,1.480966259,-0.649909674,2.509623077
7/18/1999,1.488533333,1.456624729,1.486517759,1.499796218,1.50669645,-0.36614302,2.653521542
7/19/1999,1.4918,1.456624729,1.486517759,1.499796218,1.507866182,-0.082966717,2.765347782
7/20/1999,1.4915,1.455926992,1.486517759,1.499796218,1.504660483,-0.093919315,3.072144394
7/21/1999,1.5011,1.455926992,1.486517759,1.499796218,1.504114038,0.339942559,2.595442742
7/22/1999,1.5025,1.455926992,1.486517759,1.499796218,1.49565919,0.174820828,2.81363669
7/23/1999,1.5076,1.456624729,1.486517759,1.499796218,1.490807485,0.624147566,2.321173451
7/24/1999,1.508466667,1.457368462,1.486840872,1.499796218,1.496568449,0.481268637,2.196467113
7/25/1999,1.509333333,1.45755187,1.486840872,1.499796218,1.499773078,0.385141238,2.314122299
7/26/1999,1.5102,1.458306216,1.4870506,1.499796218,1.502222964,0.28919917,2.353276288
7/27/1999,1.5135,1.458613264,1.487214935,1.500041008,1.491035155,0.391192098,2.21952445
7/28/1999,1.511,1.460287414,1.48728819,1.500097964,1.496718607,0.327013271,1.907627951
7/29/1999,1.5085,1.461574972,1.487981158,1.500097964,1.491926526,-0.007317639,1.773008388
7/30/1999,1.507,1.462384718,1.487981158,1.500097964,1.4919596,-0.504924227,2.195695124
7/31/1999,1.5073,1.463882493,1.487981158,1.500097964,1.505635124,-0.700236157,1.868074613
8/1/1999,1.5076,1.464611296,1.487981158,1.500097964,1.499272199,-0.792289072,1.708218319
8/2/1999,1.5079,1.464611296,1.487981158,1.500097964,1.513693187,-0.884236503,1.540863202
8/3/1999,1.4948,1.464998612,1.487981158,1.500097964,1.517918726,-2.072887165,1.356739738
8/4/1999,1.4898,1.465307172,1.488702214,1.500097964,1.491446304,-2.36296248,0.928923691
8/5/1999,1.4947,1.465938448,1.488833948,1.500097964,1.500503285,-2.081109211,0.711968248
8/6/1999,1.5035,1.466866355,1.488833948,1.500097964,1.495915175,-2.38527806,0.909152262
8/7/1999,1.5032,1.468180878,1.488833948,1.500097964,1.474780824,-1.902104979,0.814710378
8/8/1999,1.5029,1.468766692,1.488833948,1.500097964,1.499780097,-1.813527718,0.584571191
8/9/1999,1.5026,1.469234981,1.48893899,1.500295035,1.506443712,-1.724851162,0.37819015
8/10/1999,1.5,1.469549166,1.48893899,1.500295035,1.506438872,-1.824375978,0.353906802
8/11/1999,1.4908,1.469798081,1.48893899,1.500295035,1.505340809,-2.871650379,-0.5834047
8/12/1999,1.4853,1.470603632,1.48893899,1.500295035,1.515642995,-2.832117144,-0.567824613
8/13/1999,1.478,1.469798081,1.48893899,1.500295035,1.514053685,-3.583547205,-1.175527519
8/14/1999,1.479166667,1.469549166,1.48893899,1.500295035,1.508841127,-3.616129438,-1.616049299
8/15/1999,1.480333333,1.469549166,1.48893899,1.500295035,1.521348021,-3.672902502,-1.698954303
8/16/1999,1.4815,1.469234981,1.48893899,1.500295035,1.52105172,-3.729559998,-1.718844181
8/17/1999,1.4794,1.469234981,1.48893899,1.500295035,1.503674813,-4.057176762,-2.120526206
8/18/1999,1.4832,1.468766692,1.48893899,1.500295035,1.501663699,-4.08006774,-1.580806965
8/19/1999,1.494,1.4682537,1.48893899,1.500295035,1.518085562,-3.589783105,-1.608972104
8/20/1999,1.4942,1.468017835,1.48893899,1.500295035,1.526666269,-3.332667878,-1.909013391
8/21/1999,1.494633333,1.466825539,1.488733903,1.500295035,1.505163303,-4.217028124,-2.293085945
8/22/1999,1.495066667,1.465307172,1.487909202,1.500295035,1.495089755,-4.375188024,-2.314220243
8/23/1999,1.4955,1.464998612,1.487214935,1.500295035,1.513461285,-4.533053169,-2.254978106
8/24/1999,1.4955,1.464998612,1.48705162,1.500097964,1.513750175,-4.72623035,-2.125923771
8/25/1999,1.496,1.464514694,1.486888585,1.500097964,1.503184178,-4.79615319,-2.307581675
8/26/1999,1.5026,1.462414652,1.486840872,1.500097964,1.525866587,-5.226121376,-2.094877644
8/27/1999,1.492,1.462414652,1.486840872,1.500097964,1.505809049,-7.192099814,-3.159815502
8/28/1999,1.492166667,1.462414652,1.486840872,1.500097964,1.530784599,-6.56899271,-3.601840649
8/29/1999,1.492333333,1.462414652,1.486027093,1.500097964,1.526003745,-6.693553046,-3.989724288
8/30/1999,1.4925,1.462102456,1.485180999,1.500097964,1.518443114,-6.817959489,-4.374486388
8/31/1999,1.4965,1.462102456,1.485180999,1.500097964,1.515763501,-6.626998635,-4.825323578
9/1/1999,1.4858,1.462102456,1.485180999,1.500097964,1.497329655,-5.858681671,-4.120562552
9/2/1999,1.495,1.462102456,1.485180999,1.500097964,1.497571008,-3.907611198,-3.969466862
9/3/1999,1.4909,1.462102456,1.485180999,1.500097964,1.500281152,-4.324978157,-4.338790982
9/4/1999,1.4916,1.462102456,1.486027093,1.500097964,1.497350165,-3.225085878,-4.313791334
9/5/1999,1.4923,1.462102456,1.486027093,1.500097964,1.50275479,-3.163397957,-4.021248891
9/6/1999,1.493,1.462102456,1.486840872,1.500097964,1.515926296,-3.101736946,-3.794500028
9/7/1999,1.4937,1.462102456,1.486888585,1.500295035,1.488602169,-3.04010282,-3.61978691
9/8/1999,1.487,1.462102456,1.487640162,1.500295035,1.470911297,-3.588581226,-3.386227738
9/9/1999,1.48,1.462102456,1.488496444,1.500295035,1.464653443,-3.740986724,-3.964458622
9/10/1999,1.4747,1.462102456,1.488733903,1.500295035,1.46826457,-3.655553057,-4.455685764
9/11/1999,1.473233333,1.462102456,1.48893899,1.500295035,1.458630421,-3.656060726,-3.972706201
9/12/1999,1.471766667,1.462102456,1.48893899,1.500295035,1.445692433,-3.870497641,-4.073845789
9/13/1999,1.4703,1.462102456,1.48893899,1.500295035,1.461653445,-4.084987751,-4.232879336
9/14/1999,1.4745,1.462102456,1.489061743,1.500504541,1.450775009,-3.826306906,-4.243529801
9/15/1999,1.4754,1.462102456,1.489061743,1.500504541,1.453313284,-2.578667688,-3.886469636
9/16/1999,1.478,1.462102456,1.489061743,1.500295035,1.451659616,-2.509475725,-3.929863703
9/17/1999,1.4742,1.462102456,1.489176329,1.500504541,1.448069964,-4.586634066,-4.541426816
9/18/1999,1.475633333,1.462102456,1.489176329,1.500504541,1.453800778,-4.789030713,-4.587565025
9/19/1999,1.477066667,1.462102456,1.489272205,1.500504541,1.469263969,-4.594694114,-4.628956155
9/20/1999,1.4785,1.462102456,1.489176329,1.500504541,1.465326209,-4.400427423,-4.408924968
9/21/1999,1.4725,1.462102456,1.489176329,1.500504541,1.4583559,-4.82507679,-4.451800837
9/22/1999,1.4685,1.462102456,1.489176329,1.500504541,1.46243347,-5.384575402,-4.698362551
9/23/1999,1.4754,1.462102456,1.489176329,1.500504541,1.473854488,-4.687877783,-3.630056993
9/24/1999,1.4739,1.462102456,1.489061743,1.500504541,1.46039788,-3.519203546,-3.94556973
9/25/1999,1.473033333,1.462102456,1.48893899,1.500504541,1.457415574,-3.656499302,-4.250530162
9/26/1999,1.472166667,1.462102456,1.48893899,1.500504541,1.442246952,-3.669238817,-4.586136466
9/27/1999,1.4713,1.462102456,1.489061743,1.500504541,1.447155586,-3.681992017,-4.939103243
9/28/1999,1.4645,1.462102456,1.48893899,1.500504541,1.422080707,-4.191671011,-6.351296398
9/29/1999,1.4645,1.462102456,1.48893899,1.500504541,1.429092425,-3.424518701,-5.983905493
9/30/1999,1.4695,1.461624372,1.48893899,1.500504541,1.433763122,-5.035464236,-6.638218619
10/1/1999,1.4725,1.461176556,1.488861964,1.500504541,1.440890105,-5.603454647,-7.395985775
10/2/1999,1.471833333,1.460963006,1.488730231,1.500504541,1.427137059,-6.781846139,-7.211798134
10/3/1999,1.471166667,1.460397559,1.488730231,1.500504541,1.423572876,-7.009144912,-7.577391769
10/4/1999,1.4705,1.460391911,1.488522675,1.500295035,1.428366108,-7.236229604,-7.982813938
10/5/1999,1.4695,1.460364754,1.48841695,1.500097964,1.442412713,-7.490975487,-8.412800524
10/6/1999,1.4695,1.460050284,1.487640162,1.4997992,1.422002345,-7.095674299,-8.770125869
10/7/1999,1.4725,1.458622092,1.486063186,1.499773517,1.408856711,-4.994010195,-8.727248204
10/8/1999,1.4739,1.458488324,1.486063186,1.499773517,1.423213495,-6.053294009,-9.235255232
10/9/1999,1.474125,1.458354099,1.485137432,1.499772149,1.435213555,-6.233432116,-8.909443852
10/10/1999,1.47435,1.45829425,1.483294695,1.499303442,1.419653734,-6.264349349,-8.718490654
10/11/1999,1.474575,1.457777754,1.481476222,1.499098951,1.433157758,-6.295249374,-8.535074158
10/12/1999,1.4748,1.457389798,1.481379404,1.499037404,1.412480241,-6.326132207,-7.899873863
10/13/1999,1.4815,1.456907725,1.480977583,1.499037404,1.435750413,-5.818681758,-7.397415985
10/14/1999,1.4822,1.456907725,1.480551606,1.499037404,1.465021623,-5.601790798,-6.597052902
10/15/1999,1.4853,1.455470739,1.47968576,1.499037404,1.492259915,-5.329122805,-5.116264285
10/16/1999,1.4886,1.455290942,1.477782742,1.499001753,1.466925494,-4.793809518,-4.605440565
10/17/1999,1.4919,1.453792286,1.475740245,1.497732184,1.49049012,-4.680858241,-4.450238995
10/18/1999,1.4952,1.453644113,1.474317656,1.497732184,1.501424676,-4.568302327,-4.363963769
10/19/1999,1.491,1.45333093,1.47307949,1.497732184,1.503530724,-5.072794406,-4.481393818
10/20/1999,1.4905,1.45333093,1.472071721,1.497732184,1.488865637,-4.318033967,-4.832088756
10/21/1999,1.486,1.45333093,1.471805344,1.497732184,1.468800167,-5.960748976,-4.480728135
10/22/1999,1.4759,1.45320993,1.471721133,1.4975758,1.471670527,-5.870714175,-4.845453797
10/23/1999,1.475533333,1.45163305,1.471290912,1.497363968,1.47183895,-5.996774085,-4.835324683
10/24/1999,1.475166667,1.45122794,1.470664212,1.497330937,1.458327073,-6.040579303,-4.860750888
10/25/1999,1.4748,1.45122794,1.469840548,1.49600358,1.48059751,-6.084390683,-4.882573451
10/26/1999,1.4715,1.451106648,1.469082103,1.49600358,1.489241514,-6.372955077,-4.245951518
10/27/1999,1.4709,1.450749678,1.468850202,1.495626864,1.499087401,-5.984791801,-4.805801962
10/28/1999,1.4722,1.450368423,1.468771171,1.495509602,1.472304492,-6.075634398,-6.002686268
10/29/1999,1.472,1.450300365,1.468503373,1.495509602,1.471771738,-6.704502484,-5.763058791
10/30/1999,1.4708,1.450300365,1.468177614,1.495115587,1.486889604,-6.288165867,-5.338554116
10/31/1999,1.4696,1.449506581,1.467994913,1.495045305,1.500523384,-6.104103151,-4.925860855
11/1/1999,1.4684,1.448551438,1.467752098,1.494677134,1.481357657,-5.919462839,-4.522523108
11/2/1999,1.469,1.448356627,1.46726526,1.493753298,1.485038098,-5.583558607,-4.317015011
11/3/1999,1.4688,1.44812378,1.466883373,1.493147441,1.478865819,-4.916736074,-4.473775074
11/4/1999,1.465,1.44812378,1.46608373,1.492963873,1.448127368,-5.291542552,-4.254419825
11/5/1999,1.463,1.44812378,1.46608373,1.492591369,1.455476102,-4.877704021,-3.749379985
11/6/1999,1.464766667,1.44812378,1.46608373,1.49227912,1.481401151,-5.858016454,-3.651647664
11/7/1999,1.466533333,1.44812378,1.46608373,1.491297674,1.448371911,-5.803462708,-3.676721104
11/8/1999,1.4683,1.44812378,1.46608373,1.490861503,1.460144942,-5.749016102,-3.705118506
11/9/1999,1.4735,1.44812378,1.46608373,1.490511781,1.468090657,-5.407980895,-3.668215504
11/10/1999,1.4708,1.44812378,1.46608373,1.490151105,1.461000681,-6.510953248,-3.794344427
11/11/1999,1.4664,1.44812378,1.465173916,1.489824461,1.461188281,-7.010261805,-3.780130498
11/12/1999,1.462,1.44812378,1.4650145,1.489276681,1.46213239,-7.510537168,-3.760265877
11/13/1999,1.463,1.448060207,1.464906631,1.489119292,1.460379409,-7.680083525,-3.847200199
11/14/1999,1.464,1.447910562,1.464729664,1.488880981,1.458497153,-7.662058064,-3.978345574
11/15/1999,1.465,1.447910562,1.463543456,1.488858751,1.467605026,-7.644054572,-4.124930298
11/16/1999,1.4698,1.447850401,1.46228293,1.488618177,1.451128758,-7.307920147,-4.818164079
11/17/1999,1.4675,1.447673875,1.462118457,1.488453117,1.455390286,-7.001457656,-4.846621006
11/18/1999,1.4635,1.447432366,1.461878985,1.488393998,1.468900237,-7.891146044,-4.693957946
11/19/1999,1.4628,1.447147759,1.461420863,1.487431905,1.470417128,-7.498821074,-4.607386958
11/20/1999,1.462533333,1.447147759,1.461094481,1.486919503,1.467899169,-7.140046386,-4.360576206
11/21/1999,1.462266667,1.447147759,1.46069928,1.485340069,1.460392744,-7.215469426,-4.125233786
11/22/1999,1.462,1.447147759,1.460395312,1.485050514,1.466841251,-7.290873697,-3.788630372
11/23/1999,1.465,1.447147759,1.460386076,1.484833742,1.464805885,-7.091912159,-3.439893834
11/24/1999,1.4685,1.447147759,1.460262175,1.481755594,1.488390719,-6.909803083,-3.485019504
11/25/1999,1.4685,1.447147759,1.459981956,1.481410535,1.489804191,-6.544197464,-3.128809733
11/26/1999,1.4685,1.447019821,1.45947633,1.481360375,1.498999599,-6.249332087,-2.970265224
11/27/1999,1.470733333,1.447019821,1.459098159,1.480645019,1.481551292,-5.766991462,-2.794231357
11/28/1999,1.472966667,1.447019821,1.458846525,1.480511439,1.495503066,-5.230760558,-2.877384984
11/29/1999,1.4752,1.447019821,1.458563787,1.480222597,1.502272324,-4.693814028,-2.91695187
11/30/1999,1.472,1.446834516,1.458426527,1.480222597,1.499772087,-4.608945616,-2.870352298
12/1/1999,1.475,1.446834516,1.458341487,1.480222597,1.494652787,-5.122701792,-2.840941824
12/2/1999,1.4795,1.446834516,1.458064486,1.480222597,1.492954062,-5.052591521,-2.833366131
12/3/1999,1.4793,1.446834516,1.457608737,1.480222597,1.489111144,-4.829059541,-3.227677918
12/4/1999,1.4776,1.447019821,1.457608737,1.480222597,1.495607644,-5.066490359,-2.638612786
12/5/1999,1.4759,1.447019821,1.45720937,1.480222597,1.490836702,-5.272003791,-2.41436836
12/6/1999,1.4742,1.446837489,1.45720937,1.480222597,1.50772332,-5.47764693,-2.207037389
12/7/1999,1.475,1.446471674,1.45720937,1.480222597,1.49764769,-5.474940012,-2.393486212
12/8/1999,1.4794,1.446385278,1.45720937,1.480222597,1.499034071,-5.611461653,-2.483470109
12/9/1999,1.4745,1.445693277,1.45720937,1.480222597,1.513942438,-6.003274052,-2.366139692
12/10/1999,1.4787,1.444710605,1.45720937,1.480222597,1.49256719,-5.486379801,-3.106176893
12/11/1999,1.479,1.444710605,1.456689416,1.480222597,1.495042341,-5.525217582,-3.516734703
12/12/1999,1.4793,1.444603211,1.456217009,1.480222597,1.480505701,-5.455124925,-3.861026796
12/13/1999,1.4796,1.444382764,1.455984541,1.480222597,1.493111048,-5.385020718,-4.139548407
12/14/1999,1.4823,1.443940666,1.455693416,1.480222597,1.493693332,-5.115757187,-4.296801977
12/15/1999,1.4837,1.443473934,1.455433194,1.480222597,1.48844318,-5.119346288,-4.282693585
12/16/1999,1.4785,1.442446496,1.4550227,1.480222597,1.488858292,-5.311497375,-4.472740139
12/17/1999,1.4778,1.442446496,1.454627605,1.480222597,1.468742176,-5.624973297,-4.569529626
12/18/1999,1.478533333,1.443473934,1.454627605,1.480222597,1.490128504,-5.77102327,-4.719901233
12/19/1999,1.479266667,1.442446496,1.454627605,1.480222597,1.491233525,-5.832008341,-4.703597165
12/20/1999,1.48,1.442446496,1.454627605,1.480222597,1.485236767,-5.892902774,-4.696883957
12/21/1999,1.4796,1.443473934,1.454627605,1.480222597,1.476699666,-6.047808059,-4.984110428
12/22/1999,1.4769,1.443940666,1.454627605,1.480222597,1.4578019,-6.557503468,-5.274675467
12/23/1999,1.4735,1.444153412,1.454627605,1.480222597,1.453332106,-6.729916761,-5.391459476
12/24/1999,1.4685,1.444153412,1.454627605,1.480222597,1.457003166,-7.13973586,-5.710471515
12/25/1999,1.466433333,1.444153412,1.454627605,1.480222597,1.441896745,-7.332619056,-5.897951049
12/26/1999,1.464366667,1.444153412,1.454627605,1.480222597,1.447861178,-7.52574316,-6.186302287
12/27/1999,1.4623,1.444153412,1.454627605,1.480222597,1.444716908,-7.719108864,-6.477557958
12/28/1999,1.4545,1.444153412,1.454627605,1.480222597,1.450369711,-8.396206738,-6.967207938
12/29/1999,1.4507,1.444153412,1.454627605,1.480222597,1.430775948,-8.678123273,-7.069119635
12/30/1999,1.4533,1.444153412,1.454627605,1.480222597,1.447030364,-8.236130764,-7.020552305
12/31/1999,1.444,1.444153412,1.454627605,1.480222597,1.444410467,-8.093425841,-6.999791764
1/1/2000,1.444833333,1.444153412,1.454627605,1.480222597,1.435375456,-7.808510627,-6.605163114
1/2/2000,1.445666667,1.444153412,1.454627605,1.480222597,1.446861679,-7.523262979,-6.345472423
1/3/2000,1.4465,1.444153412,1.454627605,1.480222597,1.436461376,-7.237681545,-6.038558736
1/4/2000,1.4518,1.444153412,1.454627605,1.480222597,1.451234552,-6.573065964,-5.14480536
1/5/2000,1.4518,1.443940666,1.454514259,1.480222597,1.465007377,-6.129546778,-4.778380874
1/6/2000,1.4571,1.443497493,1.454416504,1.479292763,1.443967225,-4.846782912,-4.486836481
1/7/2000,1.4505,1.442821245,1.45403475,1.479292763,1.448563406,-5.46164635,-4.826558967
1/8/2000,1.4526,1.442735549,1.45349851,1.478888707,1.453664913,-5.511270092,-4.760026666
1/9/2000,1.4547,1.442443976,1.453177035,1.47683505,1.440284645,-5.136105726,-4.779955441
1/10/2000,1.4568,1.442342669,1.452983039,1.473835173,1.449569459,-4.760879197,-4.732954417
1/11/2000,1.457,1.441895464,1.452819364,1.473312201,1.456058352,-4.545750748,-4.572340358
1/12/2000,1.455,1.441843527,1.452689249,1.473312201,1.454404587,-4.901970144,-4.922927277
1/13/2000,1.4495,1.441843527,1.452471535,1.473312201,1.444616061,-7.025234859,-5.626947855
1/14/2000,1.4497,1.441331329,1.45202637,1.473312201,1.450349092,-6.88773024,-6.383670017
1/15/2000,1.449825,1.441331329,1.451780743,1.473312201,1.446427072,-6.917329683,-6.295926333
1/16/2000,1.44995,1.441003198,1.451501243,1.472366091,1.454600096,-6.930845362,-6.57070522
1/17/2000,1.450075,1.441003198,1.451197481,1.471805036,1.447913854,-6.944357224,-6.837721731
1/18/2000,1.4502,1.440844718,1.451156714,1.470501791,1.422168529,-6.957865273,-7.135913252
1/19/2000,1.4527,1.440844718,1.451156714,1.468995043,1.434828619,-6.770279081,-7.274170778
1/20/2000,1.4484,1.440844718,1.451156714,1.468995043,1.436586126,-6.522680428,-6.991408315
1/21/2000,1.442,1.440844718,1.451156714,1.468752054,1.451767933,-6.492505971,-7.341539297
1/22/2000,1.441333333,1.440844718,1.451156714,1.468752054,1.426570804,-6.832842135,-7.309382751
1/23/2000,1.440666667,1.440844718,1.451156714,1.468752054,1.447450818,-6.789873464,-7.039652799
1/24/2000,1.44,1.440844718,1.451156714,1.468752054,1.441012638,-6.746849958,-6.764916849
1/25/2000,1.4389,1.440844718,1.451156714,1.468752054,1.447688745,-6.740777715,-6.62768088
1/26/2000,1.4379,1.440844718,1.451197481,1.468752054,1.456375665,-7.206824692,-6.34093557
1/27/2000,1.435,1.440844718,1.451197481,1.468966142,1.479232032,-7.576163587,-6.422645425
1/28/2000,1.4495,1.440844718,1.451197481,1.468752054,1.484820118,-6.727668098,-5.019883071
1/29/2000,1.450233333,1.440844718,1.451501243,1.468752054,1.487367984,-5.305255652,-4.495253432
1/30/2000,1.450966667,1.440572206,1.451197481,1.468752054,1.480203723,-5.215983514,-4.438999897
1/31/2000,1.4517,1.440572206,1.451156714,1.468752054,1.473290067,-5.126736774,-4.426453061
2/1/2000,1.4468,1.440572206,1.451140888,1.468752054,1.473644206,-5.515112066,-4.553557329
